document_id,verb_type,verb,coreference_type,context,pronominalization
pt/nt/58/nt_5809,source_goal,offer,other,He offered that blood to God for himself and for the sins the people committed without knowing they were sinning .//The Holy Spirit uses those two separate rooms to teach us that the way into the Most Holy Place was not open while the first room was still there .,other
pt/nt/42/nt_4209,source_goal,send,source,"He sent them to tell about God 's kingdom and to heal the sick .//He said to them , `` When you travel , do n't take a walking stick .",pronoun
pt/nt/42/nt_4209,source_goal,throw,theme,"While the boy was coming , the demon threw the boy to the ground .//The boy lost control of himself .",theme
pt/nt/42/nt_4209,source_goal,give,other,"But Jesus gave a strong command to the evil spirit .//Then the boy was healed , and Jesus gave him back to his father .",other
pt/nt/42/nt_4219,source_goal,give,source,"I will give half of my money to the poor .//If I have cheated anyone , I will pay them back four times more . ''",pronoun
pt/nt/42/nt_4219,source_goal,give,source,"He gave a bag of money to each servant .//He said , ' Do business with this money until I come back . '",pronoun
pt/nt/42/nt_4219,source_goal,send,theme,"They sent a group to follow him to the other country .//There they said , ' We do n't want this man to be our king . '",theme
pt/nt/42/nt_4219,source_goal,bring,source,So the followers brought the donkey to Jesus .//They put their coats on its back .,pronoun
pt/nt/45/nt_4509,source_goal,show,source,"I will show pity to anyone I choose . ''//So God will choose anyone he decides to show mercy to , and his choice does not depend on what people want or try to do .",non pronoun
pt/nt/45/nt_4509,source_goal,show,source,"So God shows mercy to those he wants to show mercy to and makes stubborn those he wants to make stubborn .//So one of you will ask me , `` If God controls what we do , why does he blame us for our sins ? ''",pronoun
pt/nt/44/nt_4409,source_goal,tell,theme,He must tell about me to other nations and their rulers and to the people of Israel .//I will show him all that he must suffer for me . '',theme
pt/nt/44/nt_4409,source_goal,send,source,Peter sent all the people out of the room .//He knelt down and prayed .,pronoun
pt/nt/43/nt_4309,source_goal,bring,other,Then the people brought the man to the Pharisees .//The day Jesus had made mud and healed the man 's eyes was a Sabbath day .,other
pt/nt/43/nt_4319,source_goal,bring,source,I am bringing Jesus out to you .//I want you to know that I find nothing I can charge him with . '',pronoun
pt/nt/43/nt_4319,source_goal,bring,other,"When Pilate heard this , he brought Jesus out to the place called `` The Stone Pavement . ''//-LRB- In Aramaic the name is Gabbatha . -RRB-",other
pt/nt/43/nt_4319,source_goal,hand,other,So Pilate handed Jesus over to them to be killed on a cross .//The soldiers took Jesus .,other
pt/nt/41/nt_4109,source_goal,bring,other,"So the followers brought the boy to Jesus .//When the evil spirit saw Jesus , it attacked the boy .",other
pt/nt/41/nt_4109,source_goal,throw,other,"The spirit often throws him into a fire or into water to kill him .//If you can do anything , please have pity on us and help us . ''",other
pt/nt/40/nt_4019,source_goal,bring,goal,"Then the people brought their little children to Jesus so that he could lay his hands on them to bless them and pray for them .//When the followers saw this , they told the people to stop bringing their children to him .",pronoun
pt/nt/40/nt_4009,source_goal,bring,theme,"As these two men were leaving , some people brought another man to Jesus .//This man could not talk because he had a demon inside him .",theme
pt/nt/47/nt_4709,source_goal,bring,source,"It is also bringing more and more thanks to God .//This service is a proof of your faith , and people will praise God because of it .",non pronoun
bn/abc/00/abc_0009,source_goal,bring,theme,Tomorrow 's summit meeting will bring Ehud Barak and Yasser Arafat to the resort city of Sharm El - eikh .//Getting both to attend was not an easy task .,theme
bn/cnn/03/cnn_0319,goal_source,get,goal,"We 're all getting , this news in from the speech that the Homeland Security Secretary Tom Ridge is expected to be delivering at the international press club around 1:00 Eastern at the top of the hour .//We 're expecting that the Homeland Security Secretary will announce , that this Iraqi lawyer , who provided the information to U.S. military authority IES has been granted asylum here in the United States , together with his wife and daughter .",pronoun
bn/cnn/03/cnn_0389,goal_source,take,other,"Ozzy took time off from Oz-fest to tend to his wife .//Ever the rock , Sharon faced cancer head on .",other
bn/cnn/00/cnn_0029,source_goal,give,source,The Royal Swedish Academy of Sciences is giving the award to James J. Heckman of the University of Chicago and University of California at Berkeley professor Daniel L. McFadden .//The Academy says it 's for their theories and methods widely used in analyzing work and living habits .,non pronoun
nw/wsj/23/wsj_2381,source_goal,bring,other,"Meanwhile , Friday brought a reprieve for money managers whose investment styles had put them at odds with the market rally .//Especially gleeful were the short sellers , who have been pounded by this year 's market climb .",other
nw/wsj/23/wsj_2350,goal_source,take,other,`` That perception takes the focus off the magazine . ''//Time magazine executives predictably paint the circulation cut as a show of strength and actually a benefit to advertisers .,other
nw/wsj/23/wsj_2384,source_goal,bring,other,"The 1987 crash brought the Reagan administration and Democratic lawmakers to the table for the first budget summit , resulting in a two - year plan to reduce the deficit by more than $ 76 billion -- even though the deficit actually rose by nearly $ 12 billion during that period .//But , barring further drops in the market this week , a similar outcome does n't seem likely this year .",other
nw/wsj/23/wsj_2348,source_goal,pay,goal,"As a measure of the depths to which the Texas real estate market has sunk , the RTC will pay $ 3.8 billion to NCNB to take $ 750 million of bad assets .//NCNB also acquired Freedom Savings & Loan Association , Tampa , Fla. , which had total assets of $ 900 million .",non pronoun
nw/xinhua/02/chtb_0259,source_goal,pay,other,"In order to further enhance the attraction of talent , to break through the barrier of "" departmental ownership "" of talent , and to promote the flow of talent by forming mechanisms of independent employment and job choice , Guangdong Province has also paid greater attention to the formulation of relevant policies and regulations .//Limo Qin said in his introduction that in recent years the provincial government has successively issued documents such as "" Temporary regulations on encouraging persons studying abroad to work in Guangdong "" , "" Notices on better advertising for talent "" , etc .",other
nw/xinhua/00/chtb_0049,source_goal,give,goal,"International societies represented by the United Nations Development and Planning Office and the Industrial Development Organization have always given active support and effective promotion to the Tumen River region 's international cooperation and development program .//The Tumen River development program , aiming at building up the Tumen Delta , where the three countries of China , Russia and North Korea meet , into a cosmopolitan hub for the circulation of material and a center for economy and trade , was initially proposed by Chinese experts such as Shishen Ding , etc .",non pronoun
nw/xinhua/00/chtb_0049,source_goal,give,other,"Concerned countries and the international societies have also given support to this program .//For several years , the United Nations Development and Planning Office has , as always , supported the Tumen River development , and actively helped the three countries : China , Russia and North Korea , to attract world business and to help implement feasibility studies for development projects .",other
nw/xinhua/00/chtb_0049,goal_source,receive,other,"The Tumen River Development Program has also received strong support from governments and enterprises of many countries .//For instance , the Finnish government has allocated 1 million US dollars as a subsidy for the preliminary work of the Tumen River Development ; Sweden has put forth funding to do feasibility studies on the linking of the Chinese and Mongolian railways and the construction of a new Northeast Asian continental bridge .",other
nw/xinhua/00/chtb_0099,goal_source,learn,source,"This reporter learned from the Tianjin Port Bonded Area that in 1997 the bonded area comprehensively surpassed quotas on various economic indicators with an average growth rate reaching more than 70 % , ranking the first among China 's bonded areas .//According to statistics , last year , the Tianjin Port Bonded Area completed a total amount of 850 million US dollars in investment agreements , increasing by 72 % over the same period of the previous year , with total foreign investment agreements of 700 million US dollars , increasing by 75 % over the same period of the previous year .",non pronoun
nw/xinhua/00/chtb_0059,goal_source,learn,other,"This reporter learned from the municipal foreign economy and trade committee that in the past 5 years , through foreign trade system reform and implementing a "" big foreign trade "" strategy , Shanghai 's total import and export volume is steadily increasing at about 14 % per year , and its foreign trade has entered its fastest period of development in history .//Shanghai estimates that this year 's value of exports could exceed 14.5 billion US dollars , among which finished industrial products account for 93.1 % , having increased 4.1 % over 1993 .",other
nw/xinhua/00/chtb_0059,goal_source,take,other,"It takes full advantage of the policy for the new Pudong region to breed new growth of foreign trade export .//According to estimates , Shanghai 's technology export transaction value could reach 650 million US dollars this year , which is 3.53 times that of 1993 .",other
nw/xinhua/01/chtb_0169,goal_source,take,other,"According to presentations , these enterprises have extensively taken part in many areas of operating activities such as trade , industry , finance , insurance , tourism , catering , traffic and transportation , construction , real estate , etc. in Macau .//Among these , the proportion that Chinese capital accounts for in financial insurance has reached 50 % .",other
nw/xinhua/01/chtb_0159,source_goal,hand,theme,"Minister of China 's Mechanical Industry Ministry , Xuding Bao , who came specially to attend the handing - over and taking - over ceremony , handed this group of mechanical products whose total value is 5.5 million US dollars , to Masa , the governor of LaRioja Province .//These products included more than 1800 sets of tractors and road - building machinery .",theme
mz/sinorama/10/ectb_1030,goal_source,take,other,"The next day , Chen took advantage of the upcoming presidential inauguration to meet with leaders from a number of countries with which the ROC has diplomatic relations , including the vice-president of El Salvador and the second vice president of Panama .//On the 16th Chen attended the inauguration of President Hipolito Mejia .",other
mz/sinorama/10/ectb_1060,source_goal,bring,theme,"But when he did , his different perspective about Taiwan history brought Tai Kuo-hui farther and farther from the mainstream of the ruling party .//Although Tai did n't flinch from condemning the authoritarianism of Chiang Kai-shek and his son Chiang Ching-kuo , he also had harsh things to say about Japanese colonial rule - unlike Lee Teng-hui , who had fond memories of the colonial era .",theme
mz/sinorama/10/ectb_1050,source_goal,bring,other,"Neither the Japanese occupation -LRB- which began in 1895 -RRB- nor the return to Chinese rule -LRB- in 1945 -RRB- brought much joy or change to this rural area .//But in the 1970s , urban planning came to Pali .",other
mz/sinorama/10/ectb_1010,source_goal,send,other,"After her elder son and daughter finished elementary school in Taiwan she sent them to a boarding school in Britain .//Her ten - year - old child is too young for that though , so she sends him to a school in Shenzhen for the children of Hong Kong expats .",other
mz/sinorama/10/ectb_1010,source_goal,send,other,"In fact , some Taiwanese send their children to Little Oxford from as far away as Zhuhai -LRB- just opposite Macau on the other side of the Pearl River estuary -RRB- .//Huang has been deeply impressed by the deep concern that Taiwanese parents show for their children 's education in the face of difficulties posed by living away from their native Taiwan .",other
mz/sinorama/10/ectb_1040,goal_source,receive,other,"Chiang , a member of the Bunun indigenous people , received a traditional hero 's welcome home from the Bunun of Sanmin Rural Township in Kaohsiung County .//During the festivities , which were both moving and fun , tribal elders sang warrior songs and praised Chiang for his glorious deeds .",other
bc/phoenix/00/phoenix_0000,source_goal,give,source,"The village mayor gave them all to me .//The mayor said to me , there are eighty - six in all ;",non pronoun
bc/msnbc/00/msnbc_0000,source_goal,send,other,They sent the FBI out there with a dog /.//But EquuSearch says hey maybe we can do something more thoroughly here /.,other
bc/msnbc/00/msnbc_0000,source_goal,bring,other,She did n't actually bring it into the deliberation room /.//the jurors were meeting /.,other
bc/msnbc/00/msnbc_0000,goal_source,learn,other,Well NBC news has learned from a law enforcement source that the wife is not a suspect and that they are focusing in on these two Russian brothers as you said who live in Brooklyn /.//The California teen is apparently the key to the case at this point /.,other
wb/eng/00/eng_0010,source_goal,throw,other,The Japanese throws the book down and slaps Alec Guinness in the face .//Imagine a prisoner at Abu Graib or Gitmo trying to read the G.C. to his American interrogator .,other
wb/eng/00/eng_0000,source_goal,tell,other,"Many of them can certainly tell right from wrong , but are afraid to express their views .//The events of the last few years have amplified four issues , which have always existed , but have never been as rampant as in the present upheaval in the region .",other
wb/eng/00/eng_0000,goal_source,receive,other,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al-Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , for performing murders at the retail level .//*4 .",other
tc/ch/00/ch_0050,source_goal,send,source,I 'm sending a big information and letter to Simon Perez yeah because I heard him say on the radio weeks ago yeah that I mea-//I do n't know if I should really say this,pronoun
pt/nt/66/nt_6620,source_goal,throw,source,Then the angel threw the dragon into the bottomless pit and closed it .//The angel locked it over the dragon .,non pronoun
pt/nt/66/nt_6610,goal_source,take,theme,"So I took the little scroll from the angel 's hand and ate it .//In my mouth it tasted sweet like honey , but after I ate it , it was sour in my stomach .",theme
pt/nt/42/nt_4220,source_goal,send,goal,So the man sent a servant to those farmers so that they would give him his share of the grapes .//But they beat the servant and sent him away with nothing .,pronoun
pt/nt/42/nt_4220,source_goal,send,goal,So the man sent a third servant to the farmers .//They hurt this servant badly and threw him out .,pronoun
pt/nt/42/nt_4220,source_goal,throw,other,So the farmers threw the son out of the vineyard and killed him .//`` What will the owner of the vineyard do ?,other
pt/nt/42/nt_4220,source_goal,send,source,"They sent some men to him , who pretended to be sincere .//They wanted to find something wrong with what Jesus said .",pronoun
pt/nt/42/nt_4220,source_goal,hand,other,"-LRB- If they found something wrong , then they could hand him over to the governor , who had the authority to arrest him . -RRB-//So the men said to Jesus , `` Teacher , we know that what you say and teach is true .",other
pt/nt/42/nt_4210,source_goal,show,source,"But you have shown them to people who are like little children .//Yes , Father , you did this because it 's what you really wanted to do .",non pronoun
pt/nt/42/nt_4210,source_goal,pay,source,"If you spend more money on him , I will pay it back to you when I come again . ' ''//Then Jesus said , `` Which one of these three men do you think was really a neighbor to the man who was hurt by the robbers ? ''",pronoun
pt/nt/44/nt_4420,source_goal,send,source,"In Miletus Paul sent a message back to Ephesus , telling the elders of the church in Ephesus to come to him .//When they came , Paul said to them , `` You know about my life from the first day I came to Asia .",non pronoun
pt/nt/43/nt_4310,source_goal,give,source,I give my life for these sheep .//I have other sheep too .,pronoun
pt/nt/43/nt_4310,goal_source,take,other,No one takes my life away from me .//I give my own life freely .,other
pt/nt/41/nt_4110,source_goal,bring,goal,"People brought their small children to Jesus , so that he could lay his hands on them to bless them .//But the followers told the people to stop bringing their children to him .",pronoun
pt/nt/40/nt_4010,source_goal,tell,source,"You will tell about me to those kings and governors and to the non-Jewish people .//When you are arrested , do n't worry about what to say or how you should say it .",pronoun
pt/nt/40/nt_4020,source_goal,send,other,Then he sent them into the vineyard to work .//`` About nine o'clock the man went to the marketplace and saw some other people standing there .,other
bn/voa/00/voa_0030,source_goal,give,other,"As VOA 's Eve Cornet reports from Belgrade , a US special envoy gave the news to President Vojislav Kostunica .//Balkans advisor James O'Brien and President Kostunica met for the first top - level talks between the United States and Yugoslavia , since the break of diplomatic relations on the eve of Nato air strikes in 1999 .",other
bn/voa/00/voa_0020,source_goal,send,theme,North Korean leader Kim Jong Il has sent his second - in - command to the United States for talks that could see new steps towards ending the Cold War animosity between the two nations .//Vice - marshall Jo Myong Rok is to meet President Clinton and other top US officials during a 4 - day visit .,theme
bn/pri/00/pri_0080,source_goal,give,other,"The lower house of parliament also gave formal endorsement to Russia 's white , red and blue flag but reinstated the old red and gold Soviet flag as the flag of the military .//From BBC News in London , I am James Cawling for The World .",other
bn/pri/00/pri_0010,source_goal,give,goal,The Yugoslav Army has given its support to President - elect Vojislav Kostunica .//Earlier he had an hour long meeting with former President Slobodan Milosevic .,pronoun
bn/cnn/03/cnn_0340,source_goal,send,source,"He sent O'Conner 's information to the state authorities for a background check .//Once she was cleared , he made O'Conner wait for a minimum .",pronoun
bn/cnn/04/cnn_0400,source_goal,give,other,"Freddie Mac is giving golden parachutes to two of its ousted executives .//Our Rhonda Schaffler is near New York Stock Exchange with the latest on this unfolding story , certainly one we have been hearing a lot about .",other
nw/wsj/00/wsj_0037,source_goal,give,other,"In Robert Whiting 's `` You Gotta Have Wa '' -LRB- Macmillan , 339 pages , $ 17.95 -RRB- , the Beatles give way to baseball , in the Nipponese version we would be hard put to call a `` game . ''//As Mr. Whiting describes it , Nipponese baseball is a `` mirror of Japan 's fabled virtues of hard work and harmony . ''",other
nw/wsj/00/wsj_0037,goal_source,take,other,"But Sony ultimately took a lesson from the American management books and fired Mr. Katzenstein , after he committed the social crime of making an appointment to see the venerable Akio Morita , founder of Sony .//It 's a shame their meeting never took place .",other
nw/wsj/01/wsj_0121,goal_source,take,other,"`` If you could get the rhythm of the program trading , you could take advantage of it . ''//What else can a small investor do ?",other
nw/wsj/01/wsj_0121,goal_source,take,goal,"Mrs. Gorman took advantage of low prices after the 1987 crash to buy stocks and has hunted for other bargains since the Oct. 13 plunge .//`` My stocks are all blue chips , '' she says .",pronoun
nw/wsj/01/wsj_0112,goal_source,receive,other,"In that case , he might receive an opinion from the court that is a vindication of the president 's right to perform the duties and exercise the prerogatives the framers thought should be entrusted to the executive .//If President Bush loses at the court , it might be disappointing , as Morrison v. Olson was for the Reagan administration .",other
nw/wsj/24/wsj_2432,goal_source,receive,theme,Hooker 's U.S. unit received a $ 409 million bid for most of its real - estate and shopping - center assets from an investor group .//The offer does n't include Bonwit Teller or B. Altman .,theme
nw/wsj/24/wsj_2422,goal_source,purchase,other,"In 1982 , Sports & Recreation 's managers and certain passive investors purchased the company from Brunswick Corp. of Skokie , Ill .//In the latest transaction , management bought out the passive investors ' holding , Mr. Richardson said .",other
nw/wsj/24/wsj_2431,source_goal,give,other,"In the mid-June round of voting , Greeks gave no clear mandate to any single political party .//The ad interim coalition government that emerged from post-electoral hagglings was , in essence , little more than the ill - conceived offspring of ideological miscegenation : On one side , the center - right New Democracy Party , headed by Constantine Mitsotakis .",other
nw/wsj/24/wsj_2428,goal_source,receive,source,"The shaky market received its biggest jolt last month from Campeau Corp. , which created its U.S. retailing empire with junk financing .//Campeau developed a cash squeeze that caused it to be tardy on some interest payments and to put its prestigious Bloomingdales department - store chain up for sale .",non pronoun
nw/xinhua/03/chtb_0310,goal_source,receive,other,She received thunderous applause from the spectators .//After a perfect finish to her performance the judges immediately awarded her the night 's highest score of 9.912 .,other
nw/xinhua/03/chtb_0310,goal_source,take,goal,Two Chinese male gymnasts Dashuang Li and Huadong Huang took part in the competitions today .//They both won fifth place respectively on the floor exercise and the pommel horse .,pronoun
nw/xinhua/02/chtb_0280,source_goal,send,source,"State Council Premier Peng Li , who is on an overseas visit , sent a congratulatory letter to the meeting .//In his congratulatory letter Peng Li said , the Chinese Red Cross was a very important humanitarian organization",non pronoun
nw/xinhua/02/chtb_0240,source_goal,send,theme,"Today , the Association of the Relationship between the Two Sides of the Straits sent a letter to the Foundation for the Exchange across the Straits to exchange views on the matters of life and property loss of mainland compatriots and Taiwanese compatriots .//The communique said that on April 12th the Straits Association director expressed that the Straits Association agreed in principle , after both sides implement necessary preparations , to exchange views about the matter of contact and exchange between both sides of the Straits concerning life and property loss of mainland compatriots and Taiwanese compatriots in recent years .",theme
mz/sinorama/10/ectb_1021,source_goal,send,other,""" If something important comes up , they send a local official out to make an announcement and explain what it 's all about . ""//Wu Tsung - sheng adds , "" They 're totally outside the loop here .",other
mz/sinorama/10/ectb_1021,goal_source,borrow,goal,"After receiving his discharge he borrowed NT$ 12,000 from his father , hired a baker , and opened up a store .//He himself rode around on a motorcycle all day selling beverages and baked goods .",pronoun
mz/sinorama/10/ectb_1021,goal_source,borrow,goal,"Because his beverage wholesaling business requires a lot of space for large warehouses , he borrowed money from friends for many years to buy land .//Little did he know when he first started that what he bought 30 years ago would go up in price from NT$ 3,000 per ping -LRB- approximately 3.3 square meters -RRB- to over NT$ 100,000 today .",pronoun
mz/sinorama/10/ectb_1021,source_goal,bring,other,Fifty years of struggle have brought prosperity to our island .//Will it take another fifty years to establish a mature democracy ?,other
mz/sinorama/10/ectb_1074,source_goal,bring,other,"The ocean waves brought the oil to shore , making a mess of the beautiful coral coastline , slathering shellfish and aquatic plants , and filling the air with a petroleum stench .//Taiwanese society , caught up in the furor over the nuclear power plant up north , took little immediate notice of the accident .",other
mz/sinorama/10/ectb_1068,source_goal,bring,other,"Events beyond their control bring sudden changes into people 's lives , or even disrupt them completely .//The recent wave of factory closures and layoffs has made many middle - aged people anxious .",other
mz/sinorama/10/ectb_1007,goal_source,take,other,"Striving valiantly to create a party atmosphere , Li took a leaf out of "" Old Laizi 's "" book , -LRB- Old Laizi was a legendary paragon of filial piety who acted like a child well into his seventies just to keep his parents amused -RRB- , dreaming up little pranks with the help of his children .//For example , they gave mischievous names to each of the dishes served for New Year 's Eve dinner , like "" Dongfang the Invincible 's Chopped - off Willy , "" "" The Flower of Guanyin 's Slender Waist , "" and "" Sea Cucumber , Squid and Meatballs - a Three - in - one World . """,other
mz/sinorama/10/ectb_1007,source_goal,give,other,"For example , they gave mischievous names to each of the dishes served for New Year 's Eve dinner , like "" Dongfang the Invincible 's Chopped - off Willy , "" "" The Flower of Guanyin 's Slender Waist , "" and "" Sea Cucumber , Squid and Meatballs - a Three - in - one World . ""//"" The mood of good cheer and togetherness at New Year can indeed leave some heart - warming memories , "" acknowledges Li Yuan .",other
mz/sinorama/10/ectb_1035,source_goal,send,source,"In the 19th century , companies in the ice business would send people to frozen lakes or rivers to saw up the ice .//These companies were replaced by ice making factories .",non pronoun
mz/sinorama/10/ectb_1013,goal_source,take,other,"Soong has taken into account the long - existing disparity between state - funded and private secondary schools in Taiwan -LRB- private schools are much more expensive , though they merely provide the same education as the state schools -RRB- .//His platform includes subsidies to assist the children of low - income families who attend private secondary schools .",other
mz/sinorama/10/ectb_1038,source_goal,send,source,"Not long after Ho finished IQ97 , Hsueh sent it to the American website ZDNet , which awarded it five stars , its highest rating .//Hsueh then used the Internet to find distributors around the world .",non pronoun
mz/sinorama/10/ectb_1014,source_goal,pay,other,"Rather , voters should pay even more attention to how each of the candidates could affect future party politics and the direction of constitutional development . ""//In fact , Taiwan 's main parties - the KMT and the DPP as the two major parties , with the New Party as a noteworthy but limited third force - all understand the implications of James Soong 's powerful candidacy very clearly .",other
mz/sinorama/10/ectb_1014,goal_source,get,other,"In this upcoming election , James Soong [ who is a mainlander ] is also getting a lot of support from Hakka people , who sympathize with his outsider status and remember his support for Hakka identity . ""//Unfortunately , however "" natural "" it is that minority groups feel insecure , exploitation of these cleavages for electoral gain can only have a negative long - term impact on society as a whole .",other
mz/sinorama/10/ectb_1076,source_goal,bring,other,"The current road brings a lot of visitors to Pinglin and has made transport of the tea produce much easier .//It was originally thought that the Taipei - Ilan Expressway , due for completion in 2003 , would also bring Pinglin new benefits , but the government is now planning to restrict the interchange to only large vehicles and locals from Pinglin .",other
mz/sinorama/10/ectb_1067,source_goal,bring,theme,"When he was ten , his father brought him to Taiwan , via Shanghai .//After they disembarked at Keelung , Ko Ching - hua wept all the way as they walked from the pier , past Jen - ai Road and to their home in Ningpo West Street .",theme
mz/sinorama/10/ectb_1011,source_goal,bring,other,"Besides providing Teng with a livelihood , the lab also brought him into contact with the aborigines , among whom he would make many friends .//Tajik Bawan , a member of the Atayal tribe , first met Teng ten years ago when he visited the lab for a blood test .",other
mz/sinorama/10/ectb_1011,source_goal,bring,other,"In fact , I 'll be bringing the best of New Zealand back here with me . ""//In his view , there is much that we could learn from New Zealand , including its emphasis on lifelong learning , and its sorted waste collection .",other
mz/sinorama/10/ectb_1011,source_goal,throw,other,"Then the earthquake threw a wrench in Teng 's plans .//After his medical laboratory was destroyed , Teng characteristically reacted by throwing his energies into the task of rebuilding the local community .",other
mz/sinorama/10/ectb_1026,source_goal,bring,source,"We will bring the Republic of China back into the international human rights system .//The new government will urge the Legislative Yuan to ratify the International Bill of Rights as a domestic law of Taiwan , so that it will formally become the "" Taiwan Bill of Rights . """,non pronoun
mz/sinorama/10/ectb_1073,goal_source,take,other,"Leading Democratic Progressive party figures such as former party chairmen Lin I - hsiung and Yao Chia - wen , and former secretary - general Chang Chun - hung , took part in the rally .//The saga of the Fourth Nuclear Power Plant began in 1980 , when TaiPower first proposed the project .",other
mz/sinorama/10/ectb_1028,source_goal,bring,other,"Fortunately , over the last three years foreign investors have brought some new ideas into the country .//Although they still engage in "" hit - and - run "" high - volume trading for quick gains , at least most foreign investors ignore gossip and do n't touch the more speculative stocks .",other
mz/sinorama/10/ectb_1028,source_goal,sell,other,"At that time , some of the older generation about to retire happily sold their houses to the younger at high prices .//The large profits they earned attracted numerous speculators into the market , and prices were driven even higher , encouraging construction of ever more homes .",other
mz/sinorama/10/ectb_1028,goal_source,borrow,other,"Last year , after vacillating for quite a while , he finally borrowed NT$ 80,000 from his mother to invest in stocks , under the assumption that , by putting to use what he was learning in school , it would n't be that hard to make a good return .//Alas , he put his faith in the predictions of a certain investment adviser , and put everything he had into securities stocks , which stagnated .",other
mz/sinorama/10/ectb_1028,goal_source,take,theme,"One financial expert took Chang as an object lesson to "" warn "" people to learn how to manage their money .//Yet , looking at this another way , if Chang had spent his youth worrying about accumulating money , he would not have had the experiences he did and made his way from being an ordinary soldier to writing such moving works .",theme
mz/sinorama/10/ectb_1025,source_goal,send,other,"On the sensitive topic of cross-strait relations , he sent a number of positive signals to Beijing .//The speech put a heavy stress on democracy and human rights , a reflection of the high expectations the public holds for the government on these fronts .",other
mz/sinorama/10/ectb_1017,goal_source,take,other,"When a musical performance is scheduled , someone will always take it upon themselves to set out seats for the audience .//"" If the local residents agree with what you 're doing , they 're sure to pitch in and help , "" says Shu , who considers this spirit of volunteerism much more valuable than monetary donations .",other
mz/sinorama/10/ectb_1075,goal_source,take,other,"Chu Hui - mei took part in the inspection visits to primary schools , and foung that local teachers understand the children 's way of thinking and have a much better grasp of the course .//Foreign teachers ' strengths lie in dialogue and accurate pronunciation .",other
mz/sinorama/10/ectb_1031,goal_source,take,other,"The government must take the lead in negotiating the construction of markets and the creation of business opportunities with other countries and international organizations .//Meanwhile , businesses must collectively move to the front line .",other
mz/sinorama/10/ectb_1063,goal_source,take,goal,"However , perhaps due to his familiarity with what was best in Chinese art , Wang did n't take this interest in Western art any further .//Instead he opted for the life of the true Chinese man of letters .",pronoun
mz/sinorama/10/ectb_1036,goal_source,take,other,"While southern and central Taiwan have fallen on hard times , Taipei City has taken full advantage of the 1990s trend toward globalized production .//"" There is first of all Taipei 's position of importance both for the economy and for government , and the thriving science park in Hsinchu , "" explains Hsia Chu - chiu , who is a professor of architecture and urban planning at NTU .",other
mz/sinorama/10/ectb_1001,goal_source,take,other,"The enclave 's left - wing groups , which were closely allied with Beijing , took advantage of the situation to get KMT organizations in Macau shut down and their people expelled .//Ever since , Macau has been regarded in certain circles in Taiwan as a "" semi-liberated area . """,other
