subject_id,condition,text,referents,prompt,relation,connective,itemID,stimulusID,annotated_nm,response,pronominalization
7897934,LIST6,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. After that, he","[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",pronoun,Narration,varied,10.0,134.0,0,attended the meeting,pro
7897934,LIST6,"And Lehia's been with her mom for two months. After that,","[""Lehia"",""her mom""]",bare,Narration,varied,12.0,67.0,0,she moved back home,pro
7897934,LIST6,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. After that, he","[""Mr. Papandreou "",""Mr. Makris""]",pronoun,Narration,varied,17.0,170.0,0,became friends with Mr. Makris,pro
7897934,LIST6,David left the food with the man who kept supplies. Then,"[""David"",""the man who kept supplies""]",bare,Narration,original,9.0,26.0,3,asked for a receipt ,zero
7897934,LIST6,"John had fought against Hector. After that, he","[""John"",""Hector""]",pronoun,Narration,varied,23.0,139.0,0,made up with him,pro
7897934,LIST6,Peter criticized Jeffery for saying these things. So,"[""Peter"",""Jeffery""]",bare,Result,varied,26.0,47.0,1,Jeffery said he was sorry,non_pro
7897934,LIST6,Felix made a sign for Paul to speak. So he,"[""Felix"",""Paul""]",pronoun,Result,original,16.0,155.0,1,got up and spoke,pro
7897934,LIST6,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Therefore,","[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",bare,Result,varied,2.0,6.0,3,he won the gold medal,pro
7897934,LIST6,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. However, he","[""President Clinton"",""the Crown Prince""]",pronoun,Contrast,varied,27.0,160.0,0,stated he was not happy with the crown prince on his countries human right,pro
7897934,LIST6,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So","[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",bare,Result,varied,18.0,42.0,2,they could clear the air,pro
7897934,LIST6,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. But he","[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",pronoun,Contrast,original,29.0,129.0,0,knew it was a gamble,pro
7897934,LIST6,"Hailey told her daughter what to ask for. After that,","[""Hailey"",""her daughter""]",bare,Narration,varied,19.0,98.0,0,he wished he good luck,pro
7897934,LIST6,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. So he","[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",pronoun,Result,varied,1.0,83.0,0,could take about the middle east,pro
7897934,LIST6,Philip went and told Andrew. So,"[""Philip"",""Andrew""]",bare,Result,varied,3.0,11.0,1,Andrew told his mum,non_pro
7897934,LIST6,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Two hours later, he","[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",pronoun,Narration,original,8.0,103.0,0,got his wish,pro
7897934,LIST6,"Charles got up, left everything, and followed Thomas. However,","[""Charles"",""Thomas""]",bare,Contrast,varied,7.0,21.0,1,Thomas ran off,non_pro
7897934,LIST6,Adam refused to stop chasing Leo. But he,"[""Adam"",""Leo""]",pronoun,Contrast,varied,11.0,165.0,0,was not getting very far,pro
7897934,LIST6,John felt sorry for the man. But,"[""John"",""the man""]",bare,Contrast,varied,22.0,88.0,1,felt it was his own fault,zero
7897934,LIST6,"Jack said to another man, ""Follow me!"" Therefore, he","[""Jack"",""another man""]",pronoun,Result,varied,21.0,150.0,3,fancied him,pro
11183880,LIST3,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Therefore,","[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",bare,Result,varied,8.0,29.0,3,there needed to be a vote,zero
11183880,LIST3,John felt sorry for the man. So he,"[""John"",""the man""]",pronoun,Result,original,22.0,168.0,0,gave him some money,pro
11183880,LIST3,"Jack said to another man, ""Follow me!"" But","[""Jack"",""another man""]",bare,Contrast,original,21.0,111.0,1,the man walked in the opposite direction,non_pro
11183880,LIST3,Jose gave the silver and the gold to Peter. But he,"[""Jose"",""Peter""]",pronoun,Contrast,original,24.0,106.0,0,kept the bronze,pro
11183880,LIST3,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. Later,","[""President Clinton"",""the Crown Prince""]",bare,Narration,varied,27.0,121.0,3,the fbi thanked him,non_pro
11183880,LIST3,"William was afraid and refused to kill Saul. Shortly afterwards, he","[""William"",""Saul""]",pronoun,Narration,varied,30.0,152.0,0,was killed,pro
11183880,LIST3,Felix made a sign for Paul to speak. But,"[""Felix"",""Paul""]",bare,Contrast,varied,16.0,147.0,1,paul didnt get the chance ,non_pro
11183880,LIST3,"Hailey told her daughter what to ask for. However, she","[""Hailey"",""her daughter""]",pronoun,Contrast,varied,19.0,178.0,1,bought items she wanted instead,pro
11183880,LIST3,John had fought against Hector. So,"[""John"",""Hector""]",bare,Result,varied,23.0,101.0,2,they wernt friends anymore,pro
11183880,LIST3,"And Lehia's been with her mom for two months. However, she","[""Lehia"",""her mom""]",pronoun,Contrast,varied,12.0,142.0,0,is planning on moving out,pro
11183880,LIST3,"Peter continued talking with Charlie. However,","[""Peter"",""Charlie""]",bare,Contrast,varied,25.0,39.0,1,charlie wasnt listening,non_pro
11183880,LIST3,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. After that, he","[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",pronoun,Narration,varied,18.0,80.0,0,had meetings with his own staff,pro
11183880,LIST3,Joseph served Nicolas for three years. Then,"[""Joseph"",""Nicolas""]",bare,Narration,original,6.0,49.0,0,he left for another job,pro
11183880,LIST3,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. So he","[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",pronoun,Result,original,28.0,132.0,0,can do it without anyone knowing the topics discussed,pro
11183880,LIST3,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. But","[""Mr. Pamplin"",""Mr. Hahn""]",bare,Contrast,original,20.0,75.0,1,he achieved more than previous vp's,pro
11183880,LIST3,"David left the food with the man who kept supplies. However, he","[""David"",""the man who kept supplies""]",pronoun,Contrast,varied,9.0,34.0,0,said he'd return later,pro
11183880,LIST3,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. Thus","[""Mr. Papandreou "",""Mr. Makris""]",bare,Result,original,17.0,137.0,1,gaining votes from his fans,zero
11183880,LIST3,David was moving as quickly as possible to get away from Saul. So he,"[""David"",""Saul""]",pronoun,Result,varied,15.0,96.0,0,could get help,pro
11183880,LIST3,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. Therefore,","[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",bare,Result,varied,10.0,65.0,3,changing his views slightly,zero
11183880,LIST3,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. So he","[""Mr. Brady"",""Mr. Mullins""]",pronoun,Result,varied,5.0,24.0,0,could deal with the problem asap,pro
11183880,LIST3,"Adam refused to stop chasing Leo. Shortly afterwards,","[""Adam"",""Leo""]",bare,Narration,varied,11.0,157.0,1,leo got a restraining order,non_pro
11183880,LIST3,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. However, he","[""Benjamin Netanyahu"",""Ehud Barak""]",pronoun,Contrast,original,13.0,70.0,0,still lacks the 18-30 votes,pro
11183880,LIST3,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. However,","[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",bare,Contrast,varied,1.0,3.0,2,they both have very different views,pro
11183880,LIST3,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Two kilometers later, he","[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",pronoun,Narration,original,2.0,8.0,0,crashed,pro
11183880,LIST3,Mark Felt sends this memo to the acting FBI director Al Patrick Grey. And then,"[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",bare,Narration,original,4.0,13.0,3,logged out for the day,zero
11183880,LIST3,Philip went and told Andrew. Then he,"[""Philip"",""Andrew""]",pronoun,Narration,original,3.0,44.0,0,listened to Andrews response,pro
11183880,LIST3,David had just let Leo leave in peace. So,"[""David"",""Leo""]",bare,Result,original,14.0,173.0,0,he was dissapointed,pro
11183880,LIST3,Peter criticized Jeffery for saying these things. Then he,"[""Peter"",""Jeffery""]",pronoun,Narration,varied,26.0,116.0,0,angrily walked off,pro
11183880,LIST3,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. And then","[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",bare,Narration,varied,29.0,85.0,3,used in court,zero
11183880,LIST3,"Charles got up, left everything, and followed Thomas. So he","[""Charles"",""Thomas""]",pronoun,Result,varied,7.0,60.0,0,could get a lift home,pro
11424845,LIST3,"Jack said to another man, ""Follow me!"" But","[""Jack"",""another man""]",bare,Contrast,original,21.0,111.0,0,not too closely,zero
11424845,LIST3,"William was afraid and refused to kill Saul. Shortly afterwards, he","[""William"",""Saul""]",pronoun,Narration,varied,30.0,152.0,0,killed himself,pro
11424845,LIST3,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Therefore,","[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",bare,Result,varied,8.0,29.0,1,he resigned,pro
11424845,LIST3,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. However, he","[""Benjamin Netanyahu"",""Ehud Barak""]",pronoun,Contrast,original,13.0,70.0,0,was not good enough,pro
11424845,LIST3,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. But","[""Mr. Pamplin"",""Mr. Hahn""]",bare,Contrast,original,20.0,75.0,2,they were wrong,pro
11424845,LIST3,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. So he","[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",pronoun,Result,original,28.0,132.0,0,can call a cease,pro
11424845,LIST3,Joseph served Nicolas for three years. Then,"[""Joseph"",""Nicolas""]",bare,Narration,original,6.0,49.0,0,became king,zero
11424845,LIST3,John felt sorry for the man. So he,"[""John"",""the man""]",pronoun,Result,original,22.0,168.0,0,took him home,pro
11424845,LIST3,John had fought against Hector. So,"[""John"",""Hector""]",bare,Result,varied,23.0,101.0,3,he was injured,pro
11424845,LIST3,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. So he","[""Mr. Brady"",""Mr. Mullins""]",pronoun,Result,varied,5.0,24.0,0,won approval,pro
11424845,LIST3,"Adam refused to stop chasing Leo. Shortly afterwards,","[""Adam"",""Leo""]",bare,Narration,varied,11.0,157.0,1,Leo punched him,non_pro
11424845,LIST3,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. After that, he","[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",pronoun,Narration,varied,18.0,80.0,0,swore,pro
11424845,LIST3,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. Therefore,","[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",bare,Result,varied,10.0,65.0,2,there was a truce,zero
11424845,LIST3,Jose gave the silver and the gold to Peter. But he,"[""Jose"",""Peter""]",pronoun,Contrast,original,24.0,106.0,0,kept the bronze for himself,pro
11424845,LIST3,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. However,","[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",bare,Contrast,varied,1.0,3.0,2,talks didn't go well,non_pro
11424845,LIST3,"David left the food with the man who kept supplies. However, he","[""David"",""the man who kept supplies""]",pronoun,Contrast,varied,9.0,34.0,0,took the drink,pro
11424845,LIST3,"Peter continued talking with Charlie. However,","[""Peter"",""Charlie""]",bare,Contrast,varied,25.0,39.0,1,Charlie wasn't interested,non_pro
11424845,LIST3,"And Lehia's been with her mom for two months. However, she","[""Lehia"",""her mom""]",pronoun,Contrast,varied,12.0,142.0,2,keeps argueing,pro
11424845,LIST3,Felix made a sign for Paul to speak. But,"[""Felix"",""Paul""]",bare,Contrast,varied,16.0,147.0,1,Paul was blind,non_pro
11424845,LIST3,David was moving as quickly as possible to get away from Saul. So he,"[""David"",""Saul""]",pronoun,Result,varied,15.0,96.0,0,ran,pro
11424845,LIST3,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. Thus","[""Mr. Papandreou "",""Mr. Makris""]",bare,Result,original,17.0,137.0,0,making things awkward,zero
11424845,LIST3,Peter criticized Jeffery for saying these things. Then he,"[""Peter"",""Jeffery""]",pronoun,Narration,varied,26.0,116.0,0,stomped away,pro
11424845,LIST3,Mark Felt sends this memo to the acting FBI director Al Patrick Grey. And then,"[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",bare,Narration,original,4.0,13.0,0,regrets it,zero
11424845,LIST3,Philip went and told Andrew. Then he,"[""Philip"",""Andrew""]",pronoun,Narration,original,3.0,44.0,0,apologised,pro
11424845,LIST3,David had just let Leo leave in peace. So,"[""David"",""Leo""]",bare,Result,original,14.0,173.0,2,all was good,pro
11424845,LIST3,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Two kilometers later, he","[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",pronoun,Narration,original,2.0,8.0,0,was out of breathe,pro
11424845,LIST3,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. And then","[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",bare,Narration,varied,29.0,85.0,1,he defended him,pro
11424845,LIST3,"Hailey told her daughter what to ask for. However, she","[""Hailey"",""her daughter""]",pronoun,Contrast,varied,19.0,178.0,1,forgot to ask,pro
11424845,LIST3,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. Later,","[""President Clinton"",""the Crown Prince""]",bare,Narration,varied,27.0,121.0,1,the crown prince did co-operarte,non_pro
11424845,LIST3,"Charles got up, left everything, and followed Thomas. So he","[""Charles"",""Thomas""]",pronoun,Result,varied,7.0,60.0,2,pleased Thomas,pro
11378978,LIST2,Philip went and told Andrew. Then,"[""Philip"",""Andrew""]",bare,Narration,original,3.0,43.0,0,he told Alice,pro
11378978,LIST2,"Jack said to another man, ""Follow me!"" After that, he","[""Jack"",""another man""]",pronoun,Narration,varied,21.0,110.0,0,ran to the hills.,pro
11378978,LIST2,David was moving as quickly as possible to get away from Saul. So,"[""David"",""Saul""]",bare,Result,varied,15.0,95.0,1,Saul kept pace.,non_pro
11378978,LIST2,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. However, he","[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",pronoun,Contrast,varied,8.0,28.0,0,could reach a plea deal.,pro
11378978,LIST2,"William was afraid and refused to kill Saul. Shortly afterwards,","[""William"",""Saul""]",bare,Narration,varied,30.0,151.0,0,he found the courage.,pro
11378978,LIST2,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. After that, he","[""Mr. Pamplin"",""Mr. Hahn""]",pronoun,Narration,varied,20.0,74.0,0,resigned.,pro
11378978,LIST2,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. After that,","[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",bare,Narration,varied,18.0,79.0,2,a deal was made.,non_pro
11378978,LIST2,David had just let Leo leave in peace. But he,"[""David"",""Leo""]",pronoun,Contrast,varied,14.0,172.0,0,had the last word.,pro
11378978,LIST2,"Peter criticized Jeffery for saying these things. After that,","[""Peter"",""Jeffery""]",bare,Narration,varied,26.0,115.0,2,they made up.,pro
11378978,LIST2,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. However, he","[""Mr. Papandreou "",""Mr. Makris""]",pronoun,Contrast,varied,17.0,136.0,0,lost the respect of his peers.,pro
11378978,LIST2,Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Two kilometers later,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",bare,Narration,original,2.0,7.0,3,the race ended.,non_pro
11378978,LIST2,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. As a result, he","[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",pronoun,Result,varied,4.0,18.0,0,was cautioned about his job.,pro
11378978,LIST2,David left the food with the man who kept supplies. But,"[""David"",""the man who kept supplies""]",bare,Contrast,varied,9.0,33.0,0,kept a ration for himself.,zero
11378978,LIST2,"Joseph served Nicolas for three years. Therefore, he","[""Joseph"",""Nicolas""]",pronoun,Result,varied,6.0,54.0,0,was Nicholas' second in charge.,pro
11378978,LIST2,"Hailey told her daughter what to ask for. However,","[""Hailey"",""her daughter""]",bare,Contrast,varied,19.0,177.0,1,she found it difficult to speak.,pro
11378978,LIST2,Peter continued talking with Charlie. Then he,"[""Peter"",""Charlie""]",pronoun,Narration,original,25.0,38.0,0,grabbed his things and headed home.,pro
11378978,LIST2,John felt sorry for the man. So,"[""John"",""the man""]",bare,Result,original,22.0,167.0,0,he bought him a coffee.,pro
11378978,LIST2,John had fought against Hector. But he,"[""John"",""Hector""]",pronoun,Contrast,original,23.0,100.0,0,forgot why.,pro
11378978,LIST2,Jose gave the silver and the gold to Peter. But,"[""Jose"",""Peter""]",bare,Contrast,original,24.0,105.0,0,kept the bronze for himself.,zero
11378978,LIST2,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. Afterwards, he","[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",pronoun,Narration,original,1.0,2.0,0,held a press conference.,pro
11378978,LIST2,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. So","[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",bare,Result,original,28.0,131.0,3,the press deemed it treachery.,non_pro
11378978,LIST2,Adam refused to stop chasing Leo. So he,"[""Adam"",""Leo""]",pronoun,Result,original,11.0,162.0,0,hired an investigator.,pro
11378978,LIST2,"Charles got up, left everything, and followed Thomas. So","[""Charles"",""Thomas""]",bare,Result,varied,7.0,59.0,3,Christie went home.,non_pro
11378978,LIST2,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. So he","[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",pronoun,Result,varied,29.0,90.0,0,buried the lead. ,pro
11378978,LIST2,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. So","[""Mr. Brady"",""Mr. Mullins""]",bare,Result,varied,5.0,23.0,0,he forgot his keys.,pro
11378978,LIST2,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. But he","[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",pronoun,Contrast,original,10.0,64.0,0,lost respect with his base.,pro
11378978,LIST2,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. However,","[""Benjamin Netanyahu"",""Ehud Barak""]",bare,Contrast,original,13.0,69.0,3,his competitor is growing in popularity.,possessive_pro
11378978,LIST2,President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. So he,"[""President Clinton"",""the Crown Prince""]",pronoun,Result,original,27.0,126.0,0,doubled down.,pro
11378978,LIST2,"And Lehia's been with her mom for two months. However,","[""Lehia"",""her mom""]",bare,Contrast,varied,12.0,141.0,2,their safety is unsure.,possessive_pro
11378978,LIST2,"Felix made a sign for Paul to speak. After that, he","[""Felix"",""Paul""]",pronoun,Narration,varied,16.0,146.0,0,pushed it towards him.,pro
2032687,LIST3,David had just let Leo leave in peace. So,"[""David"",""Leo""]",bare,Result,original,14.0,173.0,0,he read his book.,pro
2032687,LIST3,David was moving as quickly as possible to get away from Saul. So he,"[""David"",""Saul""]",pronoun,Result,varied,15.0,96.0,0,ran as fast as he could.,pro
2032687,LIST3,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. Thus","[""Mr. Papandreou "",""Mr. Makris""]",bare,Result,original,17.0,137.0,0,his plan to win the election was successful.,possessive_pro
2032687,LIST3,"David left the food with the man who kept supplies. However, he","[""David"",""the man who kept supplies""]",pronoun,Contrast,varied,9.0,34.0,2,forgot to tell the man to put the fresh food in the fridge.,pro
2032687,LIST3,"Jack said to another man, ""Follow me!"" But","[""Jack"",""another man""]",bare,Contrast,original,21.0,111.0,1,keep as quiet as you can.,zero
2032687,LIST3,"And Lehia's been with her mom for two months. However, she","[""Lehia"",""her mom""]",pronoun,Contrast,varied,12.0,142.0,0,is getting a bit fed up of having to look after her mom.,pro
2032687,LIST3,John had fought against Hector. So,"[""John"",""Hector""]",bare,Result,varied,23.0,101.0,1,many people have fought Hector.,non_pro
2032687,LIST3,"Charles got up, left everything, and followed Thomas. So he","[""Charles"",""Thomas""]",pronoun,Result,varied,7.0,60.0,0,was upset later to realise that he had left his wallet.,pro
2032687,LIST3,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Therefore,","[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",bare,Result,varied,8.0,29.0,2,they decided not to present the bill at this time.,pro
2032687,LIST3,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. After that, he","[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",pronoun,Narration,varied,18.0,80.0,0,took the Prime Minister out for dinner with their wives.,pro
2032687,LIST3,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. Later,","[""President Clinton"",""the Crown Prince""]",bare,Narration,varied,27.0,121.0,0,he found out that the Crown Prince had done so.,pro
2032687,LIST3,"William was afraid and refused to kill Saul. Shortly afterwards, he","[""William"",""Saul""]",pronoun,Narration,varied,30.0,152.0,0,was killed himself.,pro
2032687,LIST3,Mark Felt sends this memo to the acting FBI director Al Patrick Grey. And then,"[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",bare,Narration,original,4.0,13.0,0,he regrets sending it.,pro
2032687,LIST3,"Hailey told her daughter what to ask for. However, she","[""Hailey"",""her daughter""]",pronoun,Contrast,varied,19.0,178.0,0,forgot the exact thing her mom had said.,pro
2032687,LIST3,"Peter continued talking with Charlie. However,","[""Peter"",""Charlie""]",bare,Contrast,varied,25.0,39.0,0,he wished he could leave the conversation.,pro
2032687,LIST3,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. So he","[""Mr. Brady"",""Mr. Mullins""]",pronoun,Result,varied,5.0,24.0,2,was taking the matter seriously.,pro
2032687,LIST3,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. But","[""Mr. Pamplin"",""Mr. Hahn""]",bare,Contrast,original,20.0,75.0,2,they were proved wrong.,pro
2032687,LIST3,Philip went and told Andrew. Then he,"[""Philip"",""Andrew""]",pronoun,Narration,original,3.0,44.0,0,marched off in a huff.,pro
2032687,LIST3,"Adam refused to stop chasing Leo. Shortly afterwards,","[""Adam"",""Leo""]",bare,Narration,varied,11.0,157.0,0,his mom sent him up to his room.,possessive_pro
